title,studio,domestic_gross,foreign_gross,year,matched_title,similarity
Kung Fu Panda 2 2011,P/DW,165200000.0,500400000,2011,Kung Fu Panda 2 2011,100
Fast Five 2011,Uni.,209800000.0,416300000,2011,Fast Five 2011,100
The Hangover Part II 2011,WB,254500000.0,332300000,2011,The Hangover Part II 2011,100
The Smurfs 2011,Sony,142600000.0,421100000,2011,The Smurfs 2011,100
Cars 2 2011,BV,191500000.0,370700000,2011,Cars 2 2011,100
Puss in Boots 2011,P/DW,149300000.0,405700000,2011,Puss in Boots 2011,100
Sherlock Holmes: A Game of Shadows 2011,WB,186800000.0,358600000,2011,Sherlock Holmes: A Game of Shadows 2011,100
Rio 2011,Fox,143600000.0,341000000,2011,Rio 2011,100
Rise of the Planet of the Apes 2011,Fox,176800000.0,305000000,2011,Rise of the Planet of the Apes 2011,100
Thor 2011,Par.,181000000.0,268300000,2011,Thor 2011,100
The Adventures of Tintin 2011,Par.,77600000.0,296400000,2011,The Adventures of Tintin 2011,100
Captain America: The First Avenger 2011,Par.,176700000.0,193900000,2011,Captain America: The First Avenger 2011,100
X-Men: First Class 2011,Fox,146400000.0,207200000,2011,X-Men: First Class 2011,100
Alvin and the Chipmunks: Chipwrecked 2011,Fox,133100000.0,209600000,2011,Alvin and the Chipmunks: Chipwrecked 2011,100
Real Steel 2011,BV,85500000.0,213800000,2011,Real Steel 2011,100
Bridesmaids 2011,Uni.,169100000.0,119300000,2011,Bridesmaids 2011,100
Super 8 2011,Par.,127000000.0,133100000,2011,Super 8 2011,100
Rango 2011,Par.,123500000.0,122200000,2011,Rango 2011,100
The Girl with the Dragon Tattoo (2011) 2011,Sony,102500000.0,130100000,2011,The Girl with the Dragon Tattoo 2011,91
The Green Hornet 2011,Sony,98800000.0,129000000,2011,The Green Hornet 2011,100
Immortals 2011,Rela.,83500000.0,143400000,2011,Immortals 2011,100
Green Lantern 2011,WB,116600000.0,103300000,2011,Green Lantern 2011,100
The Help 2011,BV,169700000.0,46900000,2011,The Help 2011,100
Bad Teacher 2011,Sony,100300000.0,115900000,2011,Bad Teacher 2011,100
Just Go With It 2011,Sony,103000000.0,111900000,2011,Just Go with It 2011,100
Battle: Los Angeles 2011,Sony,83600000.0,128300000,2011,Battle Los Angeles 2011,98
Horrible Bosses 2011,WB (NL),117500000.0,92100000,2011,Horrible Bosses 2011,100
Paranormal Activity 3 2011,Par.,104000000.0,103000000,2011,Paranormal Activity 3 2011,100
Gnomeo and Juliet 2011,BV,100000000.0,94000000,2011,Gnomeo & Juliet 2011,90
Mr. Popper's Penguins 2011,Fox,68200000.0,119100000,2011,Mr. Popper's Penguins 2011,100
Hugo 2011,Par.,73900000.0,111900000,2011,Hugo 2011,100
The Lion King (in 3D) 2011,BV,94200000.0,91300000,2011,The Lion King 2019,77
Hop 2011,Uni.,108100000.0,75900000,2011,Hop 2011,100
War Horse 2011,BV,79900000.0,97700000,2011,War Horse 2011,100
The Descendants 2011,FoxS,82600000.0,94700000,2011,The Descendants 2011,100
Cowboys & Aliens 2011,Uni.,100200000.0,74600000,2011,Cowboys & Aliens 2011,100
In Time 2011,Fox,37500000.0,136400000,2011,In Time 2011,100
Zookeeper 2011,Sony,80400000.0,89500000,2011,Zookeeper 2011,100
The Muppets 2011,BV,88600000.0,76600000,2011,The Muppets 2011,100
Limitless 2011,Rela.,79200000.0,82600000,2011,Limitless 2011,100
Johnny English Reborn 2011,Uni.,8300000.0,151800000,2011,Johnny English Reborn 2011,100
Final Destination 5 2011,WB (NL),42600000.0,115300000,2011,Final Destination 5 2011,100
Tower Heist 2011,Uni.,78000000.0,74900000,2011,Tower Heist 2011,100
Midnight in Paris 2011,SPC,56800000.0,94300000,2011,Midnight in Paris 2011,100
Happy Feet Two 2011,WB,64000000.0,86400000,2011,Happy Feet Two 2011,100
I Am Number Four 2011,BV,55100000.0,94800000,2011,I Am Number Four 2011,100
Jack and Jill 2011,Sony,74200000.0,75500000,2011,Jack and Jill 2011,100
Friends with Benefits 2011,SGem,55800000.0,93700000,2011,Friends with Benefits 2011,100
No Strings Attached 2011,Par.,70700000.0,78600000,2011,No Strings Attached 2011,100
Arthur Christmas 2011,Sony,46500000.0,101000000,2011,Arthur Christmas 2011,100
Source Code 2011,Sum.,54700000.0,92600000,2011,Source Code 2011,100
"Crazy, Stupid, Love. 2011",WB,84400000.0,58500000,2011,"Crazy, Stupid, Love. 2011",100
New Year's Eve 2011,WB (NL),54500000.0,87500000,2011,New Year's Eve 2011,100
Contagion 2011,WB,75700000.0,59800000,2011,Contagion 2011,100
The Artist 2011,Wein.,44700000.0,88800000,2011,The Artist 2011,100
The Three Musketeers (2011) 2011,Sum.,20400000.0,111900000,2011,The Three Musketeers 2011,88
Unknown 2011,WB,63700000.0,67099999,2011,Unknown 2011,100
The Adjustment Bureau 2011,Uni.,62500000.0,65400000,2011,The Adjustment Bureau 2011,100
We Bought a Zoo 2011,Fox,75600000.0,44500000,2011,We Bought a Zoo 2011,100
Water for Elephants 2011,Fox,58700000.0,58400000,2011,Water for Elephants 2011,100
The Iron Lady 2011,Wein.,30000000.0,84900000,2011,The Iron Lady 2011,100
Moneyball 2011,Sony,75600000.0,34600000,2011,Moneyball 2011,100
Sanctum 2011,Uni.,23200000.0,85400000,2011,Sanctum 2011,100
Justin Bieber: Never Say Never 2011,Par.,73000000.0,26000000,2011,Justin Bieber: Never Say Never 2011,100
Paul 2011,Uni.,37400000.0,60600000,2011,Paul 2011,100
Scream 4 2011,W/Dim.,38200000.0,59000000,2011,Scream 4 2011,100
Insidious 2011,FD,54000000.0,43000000,2011,Insidious 2010,93
The Rite 2011,WB (NL),33000000.0,63000000,2011,The Rite 2011,100
Dolphin Tale 2011,WB,72300000.0,23100000,2011,Dolphin Tale 2011,100
Season of the Witch 2011,Rela.,24800000.0,66800000,2011,Season of the Witch 2011,100
Sucker Punch 2011,WB,36400000.0,53400000,2011,Sucker Punch 2011,100
Red Riding Hood 2011,WB,37700000.0,51500000,2011,Red Riding Hood 2011,100
Spy Kids: All the Time in the World 2011,W/Dim.,38500000.0,47000000,2011,Spy Kids 4-D: All the Time in the World 2011,95
J. Edgar 2011,WB,37300000.0,47600000,2011,J. Edgar 2011,100
Hall Pass 2011,WB (NL),45100000.0,38100000,2011,Hall Pass 2011,100
"Big Mommas: Like Father, Like Son 2011",Fox,37900000.0,44800000,2011,"Big Mommas: Like Father, Like Son 2011",100
Abduction 2011,LGF,28100000.0,54000000,2011,Abduction 2011,100
"Tinker, Tailor, Soldier, Spy 2011",Focus,24100000.0,56500000,2011,Tinker Tailor Soldier Spy 2011,95
Priest 2011,SGem,29100000.0,49200000,2011,Priest 2011,100
Drive (2011) 2011,FD,35100000.0,41100000,2011,Drive 2011,74
The Mechanic 2011,CBS,29100000.0,47000000,2011,The Mechanic 2011,100
The Ides of March 2011,Sony,41000000.0,35000000,2011,The Ides of March 2011,100
The Change-Up 2011,Uni.,37100000.0,38400000,2011,The Change-Up 2011,100
The Lincoln Lawyer 2011,LGF,58000000.0,17000000,2011,The Lincoln Lawyer 2011,100
Diary of a Wimpy Kid: Rodrick Rules 2011,Fox,52700000.0,19700000,2011,Diary of a Wimpy Kid: Rodrick Rules 2011,100
Larry Crowne 2011,Uni.,35600000.0,36400000,2011,Larry Crowne 2011,100
The Dilemma 2011,Uni.,48500000.0,21200000,2011,The Dilemma 2011,100
The Darkest Hour 2011,Sum.,21400000.0,43200000,2011,The Darkest Hour 2011,100
Hanna 2011,Focus,40300000.0,23500000,2011,Hanna 2011,100
Footloose (2011) 2011,Par.,51800000.0,11700000,2011,Footloose 2011,80
Elite Squad: The Enemy Within 2011,Vari.,100000.0,62900000,2011,Elite Squad: The Enemy Within 2010,97
Colombiana 2011,TriS,36700000.0,24300000,2011,Colombiana 2011,100
Something Borrowed 2011,WB,39000000.0,21100000,2011,Something Borrowed 2011,100
One Day 2011,Focus,13800000.0,45500000,2011,One Day 2011,100
Beginning of the Great Revival 2011,CL,151000.0,58200000,2011,Beginning of the Great Revival 2011,100
Killer Elite 2011,ORF,25100000.0,31300000,2011,Killer Elite 2011,100
Extremely Loud & Incredibly Close 2011,WB,31800000.0,23400000,2011,Extremely Loud & Incredibly Close 2011,100
The Tree of Life 2011,FoxS,13300000.0,41000000,2011,The Tree of Life 2011,100
Tyler Perry's Madea's Big Happy Family 2011,LGF,53300000.0,816000,2011,Madea's Big Happy Family 2011,81
Detective Dee and the Mystery of the Phantom Flame 2011,IM,460000.0,51300000,2011,Detective Dee: The Mystery of the Phantom Flame 2010,95
Winnie the Pooh 2011,BV,26700000.0,23200000,2011,Winnie the Pooh 2011,100
Conan the Barbarian (2011) 2011,LGF,21300000.0,27500000,2011,Conan the Barbarian 2011,87
Soul Surfer 2011,TriS,43900000.0,3200000,2011,Soul Surfer 2011,100
War of the Arrows 2011,CJ,251000.0,45800000,2011,War of the Arrows 2011,100
Arthur (2011) 2011,WB,33000000.0,12700000,2011,The Quarry: 2011 2011,77
The Debt 2011,Focus,31200000.0,14500000,2011,The Debt 2010,92
Beastly 2011,CBS,27900000.0,15300000,2011,Beastly 2011,100
Of Gods and Men 2011,SPC,4000000.0,38200000,2011,Of Gods and Men 2010,95
Born to Be Wild (IMAX) 2011,WB,25900000.0,15600000,2011,Born to Rewild 2017,74
Evangelion 2.0: You Can (Not) Advance 2011,Elev.,134000.0,41000000,2011,Evangelion: 3.0 You Can (Not) Redo 2012,81
Fright Night (2011) 2011,BV,18300000.0,22700000,2011,Fright Night 2011,83
30 Minutes or Less 2011,Sony,37100000.0,3500000,2011,30 Minutes or Less 2011,100
The Roommate 2011,SGem,37300000.0,3200000,2011,The Roommate 2011,100
Shark Night 3D 2011,Rela.,18900000.0,21300000,2011,Shark Night 3D 2011,100
Monte Carlo 2011,Fox,23200000.0,16500000,2011,Monte Carlo 2011,100
50/50 2011,Sum.,35000000.0,4200000,2011,50/50 2011,100
Mars Needs Moms 2011,BV,21400000.0,17600000,2011,Mars Needs Moms 2011,100
Dream House 2011,Uni.,21300000.0,17200000,2011,Dream House 2011,100
Jumping the Broom 2011,TriS,37300000.0,415000,2011,Jumping the Broom 2011,100
Don't Be Afraid of the Dark 2011,FD,24000000.0,12900000,2011,Don't Be Afraid of the Dark 2010,97
RA One 2011,Eros,2500000.0,33400000,2011,Ra.One 2011,100
A Very Harold & Kumar 3D Christmas 2011,WB,35100000.0,326000,2011,A Very Harold & Kumar 3D Christmas 2011,100
My Week with Marilyn 2011,Wein.,14600000.0,20500000,2011,My Week with Marilyn 2011,100
The Sitter 2011,Fox,30400000.0,4500000,2011,The Sitter 2011,100
Jane Eyre 2011,Focus,11200000.0,23500000,2011,Jane Eyre 2011,100
Courageous 2011,TriS,34500000.0,,2011,Courageous 2011,100
Shaolin 2011,Vari.,66100.0,33600000,2011,Shaolin 2011,100
African Cats 2011,BV,15400000.0,15400000,2011,African Cats 2011,100
The Skin I Live In 2011,SPC,3200000.0,27700000,2011,The Skin I Live In 2011,100
I Don't Know How She Does It 2011,Wein.,9700000.0,20900000,2011,I Don't Know How She Does It 2011,100
What's Your Number? 2011,Fox,14000000.0,16399999,2011,What's Your Number? 2011,100
Drive Angry 2011,Sum.,10700000.0,18200000,2011,Drive Angry 2011,100
Carnage (2011) 2011,SPC,2500000.0,25100000,2011,Carnage 2011,77
A Dangerous Method 2011,SPC,5700000.0,21800000,2011,A Dangerous Method 2011,100
The Thing (2011) 2011,Uni.,16900000.0,10500000,2011,The Thing 2011,80
The Eagle 2011,Focus,19500000.0,7600000,2011,The Eagle 2011,100
Legend of the Fist: The Return of Chen Zhen 2011,Vari.,50400.0,26500000,2011,Legend of the Fist: The Return of Chen Zhen 2010,98
Apollo 18 2011,W/Dim.,17700000.0,7900000,2011,Apollo 18 2011,100
Biutiful 2011,RAtt.,5100000.0,20000000,2011,Biutiful 2010,92
Your Highness 2011,Uni.,21600000.0,3300000,2011,Your Highness 2011,100
Our Idiot Brother 2011,Wein.,24800000.0,,2011,Our Idiot Brother 2011,100
The Rum Diary 2011,FD,13100000.0,10800000,2011,The Rum Diary 2011,100
The Women on the 6th Floor 2011,Strand,720000.0,22500000,2011,The Women on the 6th Floor 2010,97
Potiche 2011,MBox,1600000.0,21600000,2011,Potiche 2010,92
Warrior 2011,LGF,13700000.0,9400000,2011,Warrior 2011,100
Young Adult 2011,Par.,16300000.0,6600000,2011,Young Adult 2011,100
Sarah's Key 2011,Wein.,7700000.0,13400000,2011,Sarah's Key 2010,94
The Way Back 2011,NM,2700000.0,17600000,2011,The Way Back 2010,94
A Separation 2011,SPC,7100000.0,12800000,2011,A Separation 2011,100
The Guard 2011,SPC,5400000.0,14200000,2011,The Guard 2011,100
Margin Call 2011,RAtt.,5400000.0,14200000,2011,Margin Call 2011,100
Glee The 3D Concert Movie 2011,Fox,11900000.0,6800000,2011,Glee: The 3D Concert Movie 2011,98
Shame 2011,FoxS,3900000.0,13800000,2011,Shame 2011,100
13 Assassins 2011,Magn.,803000.0,16800000,2011,13 Assassins 2010,94
Hoodwinked Too! Hood vs. Evil 2011,Wein.,10100000.0,6800000,2011,Hoodwinked Too! Hood vs. Evil 2011,100
The Heir Apparent: Largo Winch 2011,MBox,10400.0,16900000,2011,The Harvest/La Cosecha 2011,65
The Last Godfather 2011,RAtt.,164000.0,16600000,2011,The Last Godfather 2010,96
Delhi Belly 2011,UTV,1500000.0,15200000,2011,Delhi Belly 2011,100
Melancholia 2011,Magn.,3000000.0,12900000,2011,Melancholia 2011,100
Judy Moody and the NOT Bummer Summer 2011,Rela.,15000000.0,678000,2011,Judy Moody and the Not Bummer Summer 2011,100
The Conspirator 2011,RAtt.,11500000.0,3900000,2011,The Conspirator 2010,95
Anonymous 2011,Sony,4500000.0,10900000,2011,Anonymous 2011,100
Ip Man 2: Legend of the Grandmaster 2011,Vari.,206000.0,14900000,2011,The Legend of the Green Mister 2012,72
The Housemaid 2011,IFC,158000.0,14600000,2011,The Housemaid 2010,94
Desert Flower 2011,NGE,44300.0,14600000,2011,Desert Rose 2011,82
Pina 2011,IFC,3500000.0,11100000,2011,Pina 2011,100
Beginners 2011,Focus,5800000.0,8500000,2011,Beginners 2010,93
My Afternoons with Margueritte 2011,Cohen,667000.0,13600000,2011,My Afternoons with Margueritte 2010,97
I Saw the Devil 2011,Magn.,129000.0,12600000,2011,I Saw the Devil 2010,95
The Hedgehog 2011,NeoC,708000.0,12000000,2011,The Ledge 2011,84
Gainsbourg: A Heroic Life 2011,MBox,233000.0,12000000,2011,Gainsbourg: A Heroic Life 2010,97
The Warring States 2011,CL,69000.0,11800000,2011,The Warring States 2011,100
What Women Want (Wo Zhi Nu Run Xin) 2011,CL,124000.0,11700000,2011,What Women Want 2011,67
Snow Flower and the Secret Fan 2011,FoxS,1300000.0,10000000,2011,Snow Flower and the Secret Fan 2011,100
Win Win 2011,FoxS,10200000.0,652000,2011,Win Win 2011,100
Flying Monsters 2011,NGE,5700000.0,5100000,2011,Making Monsters 2013,80
City of Life and Death 2011,Kino,123000.0,10600000,2011,Matters of Life and Death 2012,81
Le Havre 2011,Jan.,612000.0,9900000,2011,Le Havre 2011,100
Straw Dogs (2011) 2011,SGem,10300000.0,,2011,Straw Dogs 2011,81
Prom 2011,BV,10100000.0,,2011,Prom 2011,100
In a Better World 2011,SPC,1000000.0,8600000,2011,In a Better World 2010,95
Trespass (2011) 2011,MNE,24100.0,9600000,2011,Trespass 2011,79
Saving Private Perez 2011,LGF,1400000.0,7900000,2011,Saving Private Perez 2011,100
Point Blank 2011,Magn.,708000.0,8500000,2011,Point Blank 2010,94
Winter in Wartime 2011,SPC,543000.0,8700000,2011,Violins in Wartime 2011,80
Barney's Version (U.S. only) 2011,SPC,4400000.0,4000000,2011,Barney's Version 2010,74
Outrage (2011) 2011,Magn.,44700.0,8400000,2011,Outrageous 2010,71
Senna 2011,PDA,1600000.0,6600000,2011,Senna 2010,90
Last Night 2011,Trib.,99000.0,7600000,2011,Last Night 2010,93
The Big Year 2011,Fox,7200000.0,244000,2011,The Big Year 2011,100
The Beaver 2011,Sum.,971000.0,6300000,2011,The Beaver 2011,100
Take Me Home Tonight 2011,Rela.,6900000.0,,2011,Take Me Home Tonight 2011,100
Cedar Rapids 2011,FoxS,6900000.0,,2011,Cedar Rapids 2011,100
The Princess of Montpensier 2011,IFC,352000.0,6400000,2011,The Princess of Montpensier 2010,97
Cave of Forgotten Dreams 2011,IFC,5300000.0,1200000,2011,Cave of Forgotten Dreams 2010,97
Sex and Zen 3D: Extreme Ecstasy 2011,CL,153000.0,6200000,2011,3-D Sex and Zen: Extreme Ecstasy 2011,90
We Need to Talk About Kevin 2011,Osci.,1700000.0,4300000,2011,We Need to Talk About Kevin 2011,100
Attack the Block 2011,SGem,1000000.0,4800000,2011,Attack the Block 2011,100
Even the Rain 2011,Vita.,518000.0,5300000,2011,Even the Rain 2010,94
Young Goethe in Love 2011,MBox,162000.0,5600000,2011,Young Goethe in Love 2010,96
11-11-11 2011,Rocket,32800.0,5700000,2011,11-11-11 2011,100
Certified Copy 2011,IFC,1400000.0,4099999,2011,Certified Copy 2010,95
Thank You (2011) 2011,UTV,464000.0,5000000,2011,Thank You 2011,80
The Company Men 2011,Wein.,4400000.0,441000,2011,The Company Men 2010,95
Force 2011,FoxS,,4800000,2011,Force 2011,100
Tucker & Dale Vs. Evil 2011,Magn.,224000.0,4500000,2011,Tucker and Dale vs Evil 2010,87
London Boulevard 2011,IFC,16100.0,4600000,2011,London Boulevard 2010,95
Dylan Dog: Dead of Night 2011,OMNI/FSR,1200000.0,3400000,2011,Dylan Dog: Dead of Night 2010,97
The Names of Love 2011,MBox,514000.0,4099999,2011,The Names of Love 2010,95
The Way 2011,PDA,4400000.0,,2011,The Way 2010,92
Burke and Hare 2011,IFC,4800.0,4300000,2011,Burke and Hare 2010,95
King of Devil's Island 2011,FM,7600.0,4200000,2011,King of Devil's Island 2010,96
Bride Flight 2011,MBox,501000.0,3700000,2011,Hard Light 2011,81
Trollhunter 2011,Magn.,253000.0,3900000,2011,Trollhunter 2010,94
Buck 2011,IFC,4000000.0,,2011,Buck 2011,100
Carancho 2011,Strand,85500.0,3900000,2011,Carancho 2010,92
Like Crazy 2011,ParV,3400000.0,336000,2011,Like Crazy 2011,100
The Double 2011,Imag.,138000.0,3600000,2011,The Double 2011,100
Don 2 2011,Relbig.,3700000.0,,2011,Don 2 2011,100
Love Crime 2011,IFC,540000.0,3100000,2011,Love Crime 2010,93
Incendies (U.S. only) 2011,SPC,2100000.0,1500000,2011,Incendies 2010,65
Martha Marcy May Marlene 2011,FoxS,3000000.0,548000,2011,Martha Marcy May Marlene 2011,100
Fireflies in the Garden 2011,,70600.0,3300000,2011,Venus in the Garden 2011,81
The King's Speech (PG-13) 2011,Wein.,3300000.0,,2011,The King's Speech 2010,81
Machine Gun Preacher 2011,Rela.,539000.0,2800000,2011,Machine Gun Preacher 2011,100
The Last Circus 2011,Magn.,40500.0,3200000,2011,The Last Circus 2010,95
From Prada to Nada 2011,LGF,3000000.0,123000,2011,From Prada to Nada 2011,100
Flypaper 2011,IFC,5000.0,3100000,2011,Flypaper 2011,100
Zindagi Na Milegi Dobara 2011,Eros,3100000.0,,2011,Zindagi Na Milegi Dobara 2011,100
Take Shelter 2011,SPC,1700000.0,1400000,2011,Take Shelter 2011,100
The Greatest Miracle 2011,KKM,555000.0,2500000,2011,The Greatest Miracle 2011,100
Rapt 2011,Lorb.,45800.0,2900000,2011,Rampart 2011,86
Pastorela 2011,LGF,161000.0,2700000,2011,Pastorela 2011,100
The Double Hour 2011,Gold.,1500000.0,1200000,2011,The Double 2011,86
Everything Must Go 2011,RAtt.,2700000.0,,2011,Everything Must Go 2010,96
3 (2011) 2011,Strand,60000.0,2600000,2011,311 2011,76
Oranges and Sunshine 2011,Cohen,143000.0,2400000,2011,Oranges and Sunshine 2010,96
Ong Bak 3 2011,Magn.,14900.0,2300000,2011,Ong-bak 3 2010,93
Poetry 2011,Kino,356000.0,1900000,2011,Poetry 2010,91
The Tree 2011,Zeit.,71200.0,2100000,2011,The Tree 2010,92
"The Butcher, the Chef and the Swordsman 2011",CL,47900.0,2000000,2011,"The Butcher, the Chef, and the Swordsman 2010",97
The Trip (2011) 2011,IFC,2000000.0,,2011,The Trip 2 2012,80
Armadillo 2011,Lorb.,14600.0,2000000,2011,Armadillo 2010,93
Bodyguard 2011,Relbig.,1800000.0,,2011,Bodyguard 2011,100
Brighton Rock 2011,IFC,230000.0,1600000,2011,Brighton Rock 2010,94
A Somewhat Gentle Man 2011,Strand,37700.0,1800000,2011,A Somewhat Gentle Man 2010,96
The Topp Twins: Untouchable Girls 2011,Argo.,29300.0,1800000,2011,The Intouchables 2011,71
Another Earth 2011,FoxS,1300000.0,456000,2011,Another Earth 2011,100
A Better Life 2011,Sum.,1800000.0,,2011,A Better Life 2011,100
Chalet Girl 2011,IFC,1700.0,1700000,2011,Chalet Girl 2011,100
Yamla Pagla Deewana 2011,Eros,993000.0,600000,2011,Yamla Pagla Deewana 2011,100
Bill Cunningham New York 2011,Zeit.,1500000.0,,2011,Bill Cunningham: New York 2010,95
The Art of Getting By 2011,FoxS,1400000.0,,2011,The Art of Getting By 2011,100
The Devil's Double 2011,LGF,1400000.0,,2011,The Devil's Double 2011,100
Uncle Boonmee Who Can Recall His Past Lives 2011,Strand,184000.0,946000,2011,Uncle Boonmee Who Can Recall His Past Lives 2010,98
The Whistleblower 2011,Gold.,1100000.0,,2011,The Whistleblower 2010,95
Red State 2011,SMod,1100000.0,,2011,Red State 2011,100
London River 2011,Libre,7200.0,1100000,2011,London Fever 2017,82
Desi Boyz 2011,Eros,1100000.0,,2011,Desi Boyz 2011,100
When We Leave (Die Fremde) 2011,Olive,19600.0,1100000,2011,When We Leave 2010,69
There Be Dragons 2011,Gold.,1100000.0,,2011,There Be Dragons 2011,100
Vanishing on 7th Street 2011,Magn.,22700.0,1000000,2011,Vanishing on 7th Street 2010,96
Page One: A Year Inside the New York Times 2011,Magn.,1100000.0,,2011,Page One: Inside the New York Times 2011,92
The Time That Remains 2011,IFC,32900.0,1000000,2011,The Silence that Remains 2018,84
Rockstar (2011) 2011,Eros,987000.0,,2011,Rockstar 2011,79
Meek's Cutoff 2011,Osci.,978000.0,,2011,Meek's Cutoff 2010,94
Texas Killing Fields 2011,Anch.,45500.0,912000,2011,Texas Killing Fields 2011,100
Ready 2011,Eros,955000.0,,2011,Ready 2011,100
Miral 2011,Wein.,373000.0,527000,2011,Miracle 2011,91
Submarine 2011,Wein.,468000.0,397000,2011,Submarine 2010,93
Higher Ground 2011,SPC,842000.0,,2011,Higher Ground 2011,100
Mozart's Sister 2011,MBox,708000.0,132000,2011,Mozart's Sister 2010,95
Plastic Planet 2011,FRun,3200.0,836000,2011,Fake Plastic Planet 2018,84
